master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sm2p_050_049,SM2p,050/049,ポケモン,草,カプ・ブルルGX,SR,A,False
sm2p_051_049,SM2p,051/049,ポケモン,炎,エンニュートGX,SR,A,False
sm5p_051_050,SM5p,051/050,ポケモン,草,パルキアGX,SR,B,False
sm2k_051_050,SM2K,051/050,ポケモン,炎,バクガメスGX,SR,A,False
sm7b_051_050,SM7b,051/050,ポケモン,草,ジュカインGX,SR,B,False
sm4s_051_050,SM4S,051/050,ポケモン,雷,アローラゴローニャGX,SR,A,False
sm2l_051_050,SM2L,051/050,ポケモン,水,ヨワシGX,SR,A,False
sm4a_051_050,SM4A,051/050,ポケモン,水,ギャラドスGX,SR,A,False
sm2p_052_049,SM2p,052/049,ポケモン,水,カプ・レヒレGX,SR,A,False
sm2k_052_050,SM2K,052/050,ポケモン,水,アローラキュウコンGX,SR,A,False
sm2l_052_050,SM2L,052/050,ポケモン,超,カプ・テテフGX,SR,A,False
sm5p_052_050,SM5p,052/050,ポケモン,超,アーゴヨンGX,SR,B,False
sm4a_052_050,SM4A,052/050,ポケモン,超,ウツロイドGX,SR,A,False
sm4s_052_050,SM4S,052/050,ポケモン,闘,マッシブーンGX,SR,A,False
sm7b_052_050,SM7b,052/050,ポケモン,雷,シンボラーGX,SR,B,False
sm1p_052_051,SM1p,052/051,ポケモン,草,ジュナイパーGX,SR,A,False
sm3n_052_051,SM3N,052/051,ポケモン,草,グソクムシャGX,SR,A,False
sm3h_052_051,SM3H,052/051,ポケモン,炎,リザードンGX,SR,A,False
sm2p_053_049,SM2p,053/049,ポケモン,闘,カイリキーGX,SR,A,False
sm4a_053_050,SM4A,053/050,ポケモン,闘,アクジキングGX,SR,A,False
sm2l_053_050,SM2L,053/050,ポケモン,草,ルガルガンGX,SR,A,False
sm4s_053_050,SM4S,053/050,ポケモン,炎,カミツルギGX,SR,A,False
sm2k_053_050,SM2K,053/050,ポケモン,雷,カプ・コケコGX,SR,A,False
sm7b_053_050,SM7b,053/050,ポケモン,悪,アローラキュウコンGX,SR,B,False
sm5p_053_050,SM5p,053/050,ポケモン,闘,ルカリオGX,SR,B,False
sm3n_053_051,SM3N,053/051,ポケモン,超,ネクロズマGX,SR,A,False
sm3h_053_051,SM3H,053/051,ポケモン,炎,ホウオウGX,SR,A,False
sm1p_053_051,SM1p,053/051,ポケモン,炎,ガオガエンGX,SR,A,False
sm8a_053_052,SM8a,053/052,ポケモン,雷,デンリュウGX,SR,B,False
sm2p_054_049,SM2p,054/049,ポケモン,草,ルガルガンGX,SR,A,False
sm4a_054_050,SM4A,054/050,ポケモン,草,アローラナッシーGX,SR,A,False
sm2l_054_050,SM2L,054/050,ポケモン,炎,メタグロスGX,SR,A,False
sm2k_054_050,SM2K,054/050,ポケモン,雷,ジャラランガGX,SR,A,False
sm4s_054_050,SM4S,054/050,ポケモン,闘,シルヴァディGX,SR,A,False
sm7b_054_050,SM7b,054/050,ポケモン,無,ミミッキュGX,SR,B,False
sm5p_054_050,SM5p,054/050,ポケモン,炎,ディアルガGX,SR,B,False
sm3n_054_051,SM3N,054/051,ポケモン,闘,マーシャドーGX,SR,A,False
sm3h_054_051,SM3H,054/051,ポケモン,闘,アローラベトベトンGX,SR,A,False
sm1p_054_051,SM1p,054/051,ポケモン,草,アシレーヌGX,SR,A,False
sm8a_054_052,SM8a,054/052,ポケモン,闘,フーパGX,SR,B,False
sm6a_054_053,SM6a,054/053,ポケモン,炎,レシラムGX,SR,B,False
sm2p_055_049,SM2p,055/049,ポケモン,闘,ダークライGX,SR,A,False
sm3h_055_051,SM3H,055/051,ポケモン,超,オンバーンGX,SR,A,False
sm1p_055_051,SM1p,055/051,ポケモン,雷,クワガノンGX,SR,A,False
sm3n_055_051,SM3N,055/051,ポケモン,悪,サーナイトGX,SR,A,False
sm8a_055_052,SM8a,055/052,ポケモン,闘,ガオガエンGX,SR,B,False
sm6a_055_053,SM6a,055/053,ポケモン,草,キングドラGX,SR,B,False
sm10a_055_054,SM10a,055/054,ポケモン,炎,ヒードランGX,SR,C,False
sm9b_055_054,SM9b,055/054,ポケモン,草,フェローチェ&マッシブーンGX,SR,C,False
sm10b_055_054,SM10b,055/054,ポケモン,草,モクロー&アローラナッシーGX,SR,C,False
sm1p_056_051,SM1p,056/051,ポケモン,超,ドヒドイデGX,SR,A,False
sm8a_056_052,SM8a,056/052,ポケモン,炎,コバルオンGX,SR,B,False
sm6a_056_053,SM6a,056/053,ポケモン,竜,カイリューGX,SR,B,False
sm9b_056_054,SM9b,056/054,ポケモン,草,フェローチェ&マッシブーンGX,SR,C,False
sm10a_056_054,SM10a,056/054,ポケモン,雷,ライチュウ&アローラライチュウGX,SR,C,False
sm10b_056_054,SM10b,056/054,ポケモン,草,モクロー&アローラナッシーGX,SR,C,False
sm9a_056_055,SM9a,056/055,ポケモン,草,モルフォンGX,SR,C,False
sm1p_057_051,SM1p,057/051,ポケモン,悪,ニンフィアGX,SR,A,False
sm6a_057_053,SM6a,057/053,ポケモン,炎,ホワイトキュレムGX,SR,B,False
sm10a_057_054,SM10a,057/054,ポケモン,雷,ライチュウ&アローラライチュウGX,SR,C,False
sm10b_057_054,SM10b,057/054,ポケモン,草,ケルディオGX,SR,C,False
sm9b_057_054,SM9b,057/054,ポケモン,草,カメックスGX,SR,C,False
sm9a_057_055,SM9a,057/055,ポケモン,雷,デデンネGX,SR,C,False
sm1p_058_051,SM1p,058/051,ポケモン,闘,ジジーロンGX,SR,A,False
sm10b_058_054,SM10b,058/054,ポケモン,雷,アーゴヨンGX,SR,C,False
sm9b_058_054,SM9b,058/054,ポケモン,炎,ルカリオ&メルメタルGX,SR,C,False
sm10a_058_054,SM10a,058/054,ポケモン,炎,クチートGX,SR,C,False
sm9a_058_055,SM9a,058/055,ポケモン,闘,ゲッコウガ&ゾロアークGX,SR,C,False
sm10b_059_054,SM10b,059/054,ポケモン,炎,ファイヤー&サンダー&フリーザーGX,SR,C,False
sm10a_059_054,SM10a,059/054,ポケモン,闘,ガブリアス&ギラティナGX,SR,C,False
sm9b_059_054,SM9b,059/054,ポケモン,炎,ルカリオ&メルメタルGX,SR,C,False
sm9a_059_055,SM9a,059/055,ポケモン,闘,ゲッコウガ&ゾロアークGX,SR,C,False
sm10a_060_054,SM10a,060/054,ポケモン,闘,ガブリアス&ギラティナGX,SR,C,False
sm10b_060_054,SM10b,060/054,ポケモン,炎,ファイヤー&サンダー&フリーザーGX,SR,C,False
sm9b_060_054,SM9b,060/054,ポケモン,雷,テッカグヤGX,SR,C,False
sm9a_060_055,SM9a,060/055,ポケモン,悪,サーナイト&ニンフィアGX,SR,C,False
sm9a_061_055,SM9a,061/055,ポケモン,悪,サーナイト&ニンフィアGX,SR,C,False
sm7a_061_060,SM7a,061/060,ポケモン,草,ビリジオンGX,SR,B,False
sm1s_061_060,SM1S,061/060,ポケモン,草,ラプラスGX,SR,A,False
sm1m_061_060,SM1M,061/060,ポケモン,草,ラランテスGX,SR,A,False
sm11b_062_049,SM11b,062/049,ポケモン,草,ラフレシアGX,SR,C,False
sm1s_062_060,SM1S,062/060,ポケモン,超,エーフィGX,SR,A,False
sm7a_062_060,SM7a,062/060,ポケモン,炎,マグカルゴGX,SR,B,False
sm1m_062_060,SM1M,062/060,ポケモン,闘,ルナアーラGX,SR,A,False
sm11b_063_049,SM11b,063/049,ポケモン,超,ソルガレオ&ルナアーラGX,SR,C,False
sm1s_063_060,SM1S,063/060,ポケモン,炎,ソルガレオGX,SR,A,False
sm1m_063_060,SM1M,063/060,ポケモン,闘,ブラッキーGX,SR,A,False
sm7a_063_060,SM7a,063/060,ポケモン,雷,ゼラオラGX,SR,B,False
sm11b_064_049,SM11b,064/049,ポケモン,炎,レシラム&ゼクロムGX,SR,C,False
sm1s_064_060,SM1S,064/060,ポケモン,闘,デカグースGX,SR,A,False
sm7a_064_060,SM7a,064/060,ポケモン,炎,ゲノセクトGX,SR,B,False
sm1m_064_060,SM1M,064/060,ポケモン,闘,ケンタロスGX,SR,A,False
sm11b_065_049,SM11b,065/049,ポケモン,闘,シルヴァディGX,SR,C,False
sm11a_065_064,SM11a,065/064,ポケモン,草,フシギバナ&ツタージャGX,SR,C,False
sm11a_066_064,SM11a,066/064,ポケモン,草,フシギバナ&ツタージャGX,SR,C,False
sm11a_067_064,SM11a,067/064,ポケモン,炎,リザードン&テールナーGX,SR,C,False
sm6b_067_066,SM6b,067/066,ポケモン,水,フリーザーGX,SR,B,False
sm5m_067_066,SM5M,067/066,ポケモン,水,グレイシアGX,SR,B,False
sm5s_067_066,SM5S,067/066,ポケモン,草,リーフィアGX,SR,B,False
sm11a_068_064,SM11a,068/064,ポケモン,炎,リザードン&テールナーGX,SR,C,False
sm6b_068_066,SM6b,068/066,ポケモン,雷,マルマインGX,SR,B,False
sm5m_068_066,SM5M,068/066,ポケモン,闘,ネクロズマ あかつきのつばさGX,SR,B,False
sm5s_068_066,SM5S,068/066,ポケモン,炎,ネクロズマ たそがれのたてがみGX,SR,B,False
sm11a_069_064,SM11a,069/064,ポケモン,草,カメックス&ポッチャマGX,SR,C,False
sm6b_069_066,SM6b,069/066,ポケモン,超,バリヤードGX,SR,B,False
sm5m_069_066,SM5M,069/066,ポケモン,水,パルキアGX,SR,B,False
sm5s_069_066,SM5S,069/066,ポケモン,鋼,ディアルガGX,SR,B,False
sm11a_070_064,SM11a,070/064,ポケモン,草,カメックス&ポッチャマGX,SR,C,False
sm6b_070_066,SM6b,070/066,ポケモン,闘,ジュペッタGX,SR,B,False
sm11a_071_064,SM11a,071/064,ポケモン,闘,アローラペルシアンGX,SR,C,False
sm6b_071_066,SM6b,071/066,ポケモン,炎,ハッサムGX,SR,B,False
sm6b_072_066,SM6b,072/066,ポケモン,炎,ボーマンダGX,SR,B,False
sm3p_073_072,SM3p,073/072,ポケモン,炎,エンテイGX,SR,A,False
sm3p_074_072,SM3p,074/072,ポケモン,雷,ライチュウGX,SR,A,False
sm3p_075_072,SM3p,075/072,ポケモン,超,ミュウツーGX,SR,A,False
sm3p_076_072,SM3p,076/072,ポケモン,闘,ゾロアークGX,SR,A,False
sm11_095_094,SM11,095/094,ポケモン,草,ヤドン&コダックGX,SR,C,False
sm6_095_094,SM6,095/094,ポケモン,草,ゲッコウガGX,SR,B,False
sm11_096_094,SM11,096/094,ポケモン,草,ヤドン&コダックGX,SR,C,False
sm6_096_094,SM6,096/094,ポケモン,草,ジガルデGX,SR,B,False
sm12_096_095,SM12,096/095,ポケモン,炎,ウルガモスGX,SR,C,False
sm10_096_095,SM10,096/095,ポケモン,炎,レシラム&リザードンGX,SR,C,False
sm9_096_095,SM9,096/095,ポケモン,草,セレビィ&フシギバナGX,SR,C,False
sm8_096_095,SM8,096/095,ポケモン,草,ツボツボGX,SR,B,False
sm11_097_094,SM11,097/094,ポケモン,超,ミュウツー&ミュウGX,SR,C,False
sm6_097_094,SM6,097/094,ポケモン,雷,イベルタルGX,SR,B,False
sm8_097_095,SM8,097/095,ポケモン,炎,ズガドーンGX,SR,B,False
sm10_097_095,SM10,097/095,ポケモン,炎,レシラム&リザードンGX,SR,C,False
sm12_097_095,SM12,097/095,ポケモン,闘,オドリドリGX,SR,C,False
sm9_097_095,SM9,097/095,ポケモン,草,セレビィ&フシギバナGX,SR,C,False
sm7_097_096,SM7,097/096,ポケモン,草,ダーテングGX,SR,B,False
sm11_098_094,SM11,098/094,ポケモン,超,ミュウツー&ミュウGX,SR,C,False
sm6_098_094,SM6,098/094,ポケモン,悪,ゼルネアスGX,SR,B,False
sm12_098_095,SM12,098/095,ポケモン,草,フライゴンGX,SR,C,False
sm8_098_095,SM8,098/095,ポケモン,草,スイクンGX,SR,B,False
sm9_098_095,SM9,098/095,ポケモン,草,コイキング&ホエルオーGX,SR,C,False
sm10_098_095,SM10,098/095,ポケモン,超,ベトベトン&アローラベトベトンGX,SR,C,False
sm7_098_096,SM7,098/096,ポケモン,炎,バシャーモGX,SR,B,False
sm11_099_094,SM11,099/094,ポケモン,超,ラティオスGX,SR,C,False
sm6_099_094,SM6,099/094,ポケモン,超,ウルトラネクロズマGX,SR,B,False
sm8_099_095,SM8,099/095,ポケモン,闘,バンギラスGX,SR,B,False
sm12_099_095,SM12,099/095,ポケモン,水,アルセウス&ディアルガ&パルキアGX,SR,C,False
sm10_099_095,SM10,099/095,ポケモン,超,ベトベトン&アローラベトベトンGX,SR,C,False
sm9_099_095,SM9,099/095,ポケモン,草,コイキング&ホエルオーGX,SR,C,False
sm7_099_096,SM7,099/096,ポケモン,炎,ツンデツンデGX,SR,B,False
sm11_100_094,SM11,100/094,ポケモン,草,プテラGX,SR,C,False
sm8_100_095,SM8,100/095,ポケモン,雷,ルギアGX,SR,B,False
sm12_100_095,SM12,100/095,ポケモン,水,アルセウス&ディアルガ&パルキアGX,SR,C,False
sm9_100_095,SM9,100/095,ポケモン,雷,ピカチュウ&ゼクロムGX,SR,C,False
sm10_100_095,SM10,100/095,ポケモン,闘,マーシャドー&カイリキーGX,SR,C,False
sm7_100_096,SM7,100/096,ポケモン,竜,チルタリスGX,SR,B,False
sm11_101_094,SM11,101/094,ポケモン,闘,メガヤミラミ&バンギラスGX,SR,C,False
sm10_101_095,SM10,101/095,ポケモン,闘,マーシャドー&カイリキーGX,SR,C,False
sm12_101_095,SM12,101/095,ポケモン,超,アーゴヨン&アクジキングGX,SR,C,False
sm9_101_095,SM9,101/095,ポケモン,雷,ピカチュウ&ゼクロムGX,SR,C,False
sm7_101_096,SM7,101/096,ポケモン,草,レックウザGX,SR,B,False
sm11_102_094,SM11,102/094,ポケモン,闘,メガヤミラミ&バンギラスGX,SR,C,False
sm12_102_095,SM12,102/095,ポケモン,超,アーゴヨン&アクジキングGX,SR,C,False
sm10_102_095,SM10,102/095,ポケモン,雷,ドンカラスGX,SR,C,False
sm9_102_095,SM9,102/095,ポケモン,闘,ゲンガー&ミミッキュGX,SR,C,False
sm11_103_094,SM11,103/094,ポケモン,竜,カイリューGX,SR,C,False
sm9_103_095,SM9,103/095,ポケモン,闘,ゲンガー&ミミッキュGX,SR,C,False
sm12_103_095,SM12,103/095,ポケモン,闘,メガミミロップ&プリンGX,SR,C,False
sm10_103_095,SM10,103/095,ポケモン,悪,エルフーンGX,SR,C,False
sm12_104_095,SM12,104/095,ポケモン,闘,メガミミロップ&プリンGX,SR,C,False
sm10_104_095,SM10,104/095,ポケモン,闘,ペルシアンGX,SR,C,False
sm9_104_095,SM9,104/095,ポケモン,竜,ラティアス&ラティオスGX,SR,C,False
sm9_105_095,SM9,105/095,ポケモン,竜,ラティアス&ラティオスGX,SR,C,False
sm9_106_095,SM9,106/095,ポケモン,闘,イーブイ&カビゴンGX,SR,C,False
sm4p_115_114,SM4p,115/114,ポケモン,草,フェローチェGX,SR,A,False
sm4p_116_114,SM4p,116/114,ポケモン,雷,デンジュモクGX,SR,A,False
sm4p_117_114,SM4p,117/114,ポケモン,雷,テッカグヤGX,SR,A,False
sm12a_174_173,SM12a,174/173,ポケモン,水,ヨワシGX,SR,C,False
sm12a_175_173,SM12a,175/173,ポケモン,雷,デデンネGX,SR,C,False
sm12a_176_173,SM12a,176/173,ポケモン,超,エーフィ&デオキシスGX,SR,C,False
sm12a_177_173,SM12a,177/173,ポケモン,超,エーフィ&デオキシスGX,SR,C,False
sm12a_178_173,SM12a,178/173,ポケモン,闘,オーロット&ヨノワールGX,SR,C,False
sm12a_179_173,SM12a,179/173,ポケモン,闘,オーロット&ヨノワールGX,SR,C,False
sm12a_180_173,SM12a,180/173,ポケモン,超,ジラーチGX,SR,C,False
sm12a_181_173,SM12a,181/173,ポケモン,闘,ブラッキー&ダークライGX,SR,C,False
sm12a_182_173,SM12a,182/173,ポケモン,闘,ブラッキー&ダークライGX,SR,C,False
sm12a_183_173,SM12a,183/173,ポケモン,闘,マニューラGX,SR,C,False
sm12a_184_173,SM12a,184/173,ポケモン,炎,メルメタルGX,SR,C,False
sm12a_185_173,SM12a,185/173,ポケモン,悪,トゲピー&ピィ&ププリンGX,SR,C,False
sm12a_186_173,SM12a,186/173,ポケモン,悪,トゲピー&ピィ&ププリンGX,SR,C,False
sm12a_187_173,SM12a,187/173,ポケモン,闘,イーブイGX,SR,C,False
sm12a_188_173,SM12a,188/173,ポケモン,闘,イーブイGX,SR,C,False
